agent_ID,parameters_ID,order_cost,leadtime,mean_gap
1,1,80,0,0.05038378844748506
2,1,80,0,0.07186324977566091
3,1,80,0,0.05236658672570713
4,1,80,0,0.025134376794500948
5,1,80,0,0.018552550760789967
6,1,80,0,67.65228074653751
7,1,80,0,0.017557249343265805
8,1,80,0,0.03606347132852141
9,1,80,0,0.029704894679983124
10,1,80,0,0.02737611576502911
11,1,80,0,0.03794175608048976
12,1,80,0,0.022639781702900787
13,1,80,0,0.03328074486142765
14,1,80,0,0.02013231480593835
15,1,80,0,0.02074417956379306
16,1,80,0,0.0299562546154173
17,1,80,0,0.015173038799423633
18,1,80,0,0.03492795553637608
19,1,80,0,0.044249569462262044
20,1,80,0,0.05518569309309703
21,2,80,1,0.014495844416935678
22,2,80,1,0.029634172063751543
23,2,80,1,0.02301412394307381
24,2,80,1,0.018663801846390677
25,2,80,1,0.022552306365194456
26,2,80,1,0.01997621124117199
27,2,80,1,62.810133914130446
28,2,80,1,0.016057333452202196
29,2,80,1,62.816490265658416
30,2,80,1,0.023027049401427236
31,2,80,1,0.014909806145580478
32,2,80,1,0.01865016269328577
33,2,80,1,0.027698983238521206
34,2,80,1,0.023448147157764106
35,2,80,1,0.025868113509252146
36,2,80,1,0.01901270468710677
37,2,80,1,0.019358797399636293
38,2,80,1,0.02767570947795684
39,2,80,1,0.0203847426470147
40,2,80,1,0.03358158623679052
41,3,80,2,0.015392605561611596
42,3,80,2,0.015284475924228815
43,3,80,2,0.015054786999922536
44,3,80,2,0.013181481121683722
45,3,80,2,0.015667501355370136
46,3,80,2,0.017063178860054595
47,3,80,2,0.015208672717620522
48,3,80,2,0.009968262728981393
49,3,80,2,0.028709994330075372
50,3,80,2,0.01915277576880184
51,3,80,2,0.023030883102836363
52,3,80,2,0.03239011479642888
53,3,80,2,0.024974101885600605
54,3,80,2,0.01648699473382774
55,3,80,2,0.016454220431002545
56,3,80,2,0.01740117984169
57,3,80,2,0.011099703382089559
58,3,80,2,56.33225990933426
59,3,80,2,0.015240574018706859
60,3,80,2,56.33468258279993
61,4,80,4,42.23500859919418
62,4,80,4,0.012777724541527527
63,4,80,4,0.014631646238642304
64,4,80,4,0.011928582514232712
65,4,80,4,0.020187278520143036
66,4,80,4,0.04015058258912904
67,4,80,4,42.22520843972763
68,4,80,4,0.01472016398430403
69,4,80,4,0.028964158169494564
70,4,80,4,0.048680909248508514
71,4,80,4,0.025939829333666634
72,4,80,4,0.012044276190083067
73,4,80,4,0.016573112884323695
74,4,80,4,0.006768806779260027
75,4,80,4,0.02116043282579118
76,4,80,4,0.007863339932409277
77,4,80,4,0.038957293120192436
78,4,80,4,0.04493964290238761
79,4,80,4,0.024155672608453294
80,4,80,4,0.011900267797490557
81,5,80,8,0.04243968405815475
82,5,80,8,0.02636699247513349
83,5,80,8,0.04690889952462809
84,5,80,8,22.12776001711143
85,5,80,8,0.45878126166862804
86,5,80,8,0.10606572764044399
87,5,80,8,0.2624700943945921
88,5,80,8,0.022557148440255255
89,5,80,8,0.14573594334114537
90,5,80,8,0.08899678369854185
91,5,80,8,0.22234737580906294
92,5,80,8,0.04505272620127418
93,5,80,8,0.17066118188723142
94,5,80,8,0.04466288229511923
95,5,80,8,0.05871692761861261
96,5,80,8,0.06739340161689716
97,5,80,8,0.04215938115918056
98,5,80,8,0.023249944761308417
99,5,80,8,0.03535370906545972
100,5,80,8,0.08447793766497591
101,6,360,0,0.026579252962102798
102,6,360,0,0.03640619301062435
103,6,360,0,0.02772984593878312
104,6,360,0,31.51408949411162
105,6,360,0,0.02436735923313933
106,6,360,0,0.040570477448138735
107,6,360,0,0.04219949460690798
108,6,360,0,0.022487905842847718
109,6,360,0,0.010306471181020498
110,6,360,0,0.028831127190361207
111,6,360,0,0.026114289433692803
112,6,360,0,31.511423816435443
113,6,360,0,0.03328814578888941
114,6,360,0,0.013397050252646132
115,6,360,0,0.022050781945403056
116,6,360,0,0.03170912193917812
117,6,360,0,0.05044495789288245
118,6,360,0,0.03386500912913009
119,6,360,0,0.036235447425427475
120,6,360,0,0.03653434189198189
121,7,360,1,0.012488902187005983
122,7,360,1,0.01233407798724289
123,7,360,1,0.019276212605773006
124,7,360,1,0.0168091363376248
125,7,360,1,0.01148167557767872
126,7,360,1,30.710856556653543
127,7,360,1,30.711056562531567
128,7,360,1,0.03277042245693903
129,7,360,1,0.01631146307958102
130,7,360,1,0.02544774529794206
131,7,360,1,0.022435047612201702
132,7,360,1,0.016090105862953927
133,7,360,1,0.03159080925181694
134,7,360,1,0.021405067795083135
135,7,360,1,0.019383660660686232
136,7,360,1,0.021141672368823142
137,7,360,1,0.02184239433131894
138,7,360,1,0.03476829716340754
139,7,360,1,0.024289699348478213
140,7,360,1,0.014156468047759992
141,8,360,2,0.012963018914899874
142,8,360,2,0.06501401928273523
143,8,360,2,0.05080886793462419
144,8,360,2,0.028493744315474002
145,8,360,2,0.027099417821787743
146,8,360,2,0.022270870266631593
147,8,360,2,0.058190626477315315
148,8,360,2,0.01704912029710081
149,8,360,2,0.020093273179103876
150,8,360,2,0.00908370047546427
151,8,360,2,0.03138842156340046
152,8,360,2,0.019248466960520294
153,8,360,2,0.013891801212068889
154,8,360,2,0.0322066327283183
155,8,360,2,0.025531667933321532
156,8,360,2,29.287825106937003
157,8,360,2,0.026988470422634206
158,8,360,2,0.015028689640152798
159,8,360,2,0.02556195165781737
160,8,360,2,0.02723276820852688
161,9,360,4,0.02750998055208436
162,9,360,4,0.030553035985915196
163,9,360,4,0.03164262423953913
164,9,360,4,0.023926562359286148
165,9,360,4,0.06822776551087963
166,9,360,4,0.030126482743355464
167,9,360,4,1.5581739230812603
168,9,360,4,0.021737974272089355
169,9,360,4,0.03282499474083489
170,9,360,4,0.0276465364385486
171,9,360,4,0.02634080933305296
172,9,360,4,0.06525488814336881
173,9,360,4,0.029090055564425555
174,9,360,4,0.029053142215776522
175,9,360,4,0.015194027432351704
176,9,360,4,0.034688819731037206
177,9,360,4,0.03417582960351407
178,9,360,4,0.013404135105272878
179,9,360,4,0.026985633321852553
180,9,360,4,0.03270866571576563
181,10,360,8,0.19722150643862185
182,10,360,8,0.2511132692952104
183,10,360,8,0.14523921874664852
184,10,360,8,0.06224383571151822
185,10,360,8,0.08032025487674764
186,10,360,8,0.027747540219384578
187,10,360,8,0.06671344109672515
188,10,360,8,0.034654172882111624
189,10,360,8,0.06837007519700078
190,10,360,8,16.314246085235546
191,10,360,8,0.15346636561060326
192,10,360,8,0.18602643774513503
193,10,360,8,0.4449493305192567
194,10,360,8,0.056101435321180795
195,10,360,8,0.05149697041291299
196,10,360,8,16.316768256128864
197,10,360,8,0.0720449422736914
198,10,360,8,0.0720111287715458
199,10,360,8,0.137623330204586
200,10,360,8,0.051864117415245874
201,11,1280,0,0.030604699235887815
202,11,1280,0,0.07429467506275149
203,11,1280,0,0.038312179757585996
204,11,1280,0,0.06349191868979212
205,11,1280,0,0.007055226399100411
206,11,1280,0,15.929130327923607
207,11,1280,0,0.042020019859400355
208,11,1280,0,0.08175831852475782
209,11,1280,0,0.053429402799779584
210,11,1280,0,0.038585104552844494
211,11,1280,0,0.038640651346015444
212,11,1280,0,0.0331036011412226
213,11,1280,0,0.03399059235046876
214,11,1280,0,0.027555694405832415
215,11,1280,0,0.12849024100078602
216,11,1280,0,0.0790188262107711
217,11,1280,0,0.05824358233547218
218,11,1280,0,0.005495652756084446
219,11,1280,0,0.01484105095443518
220,11,1280,0,0.06431700508931563
221,12,1280,1,15.647564914621634
222,12,1280,1,15.64565943561589
223,12,1280,1,0.025981100566583402
224,12,1280,1,0.03919544303089963
225,12,1280,1,0.00887773006436556
226,12,1280,1,0.036553636813386824
227,12,1280,1,0.024023140802272348
228,12,1280,1,0.03508479372456702
229,12,1280,1,0.01738484780395658
230,12,1280,1,0.022842604976629467
231,12,1280,1,0.08000976524652416
232,12,1280,1,0.017642253574791322
233,12,1280,1,0.06466307771545987
234,12,1280,1,0.016724294075118797
235,12,1280,1,0.012324738486938951
236,12,1280,1,0.03308938348086387
237,12,1280,1,0.03743048564410034
238,12,1280,1,0.02410197385297296
239,12,1280,1,0.024752469599126314
240,12,1280,1,0.03759637367227768
241,13,1280,2,0.06054972107855028
242,13,1280,2,0.008932300310661286
243,13,1280,2,0.025156197634315584
244,13,1280,2,15.497632669016031
245,13,1280,2,0.05914453166189495
246,13,1280,2,0.02463782813761328
247,13,1280,2,0.08774648346423473
248,13,1280,2,0.024314731064661373
249,13,1280,2,0.023465395726324896
250,13,1280,2,0.034258280659524985
251,13,1280,2,0.03246772060464743
252,13,1280,2,0.05950039178213873
253,13,1280,2,0.03089708700678585
254,13,1280,2,0.036226942145981995
255,13,1280,2,15.316378328925001
256,13,1280,2,0.09375848615048893
257,13,1280,2,0.026923963049941865
258,13,1280,2,0.07959792006501355
259,13,1280,2,0.04510369872257615
260,13,1280,2,0.0785798145636904
261,14,1280,4,0.34900728684408844
262,14,1280,4,0.06417453415770628
263,14,1280,4,0.029502286205960224
264,14,1280,4,0.03369913901457942
265,14,1280,4,1.0996877243530339
266,14,1280,4,0.1757863253809353
267,14,1280,4,4.384612051303902
268,14,1280,4,14.184098608587451
269,14,1280,4,0.2194677826361384
270,14,1280,4,0.04847134544448985
271,14,1280,4,0.11760708394160282
272,14,1280,4,0.05466602020629096
273,14,1280,4,0.07959012176600073
274,14,1280,4,0.05354256980560184
275,14,1280,4,0.02280056900331019
276,14,1280,4,2.042771093232537
277,14,1280,4,0.05537684629928038
278,14,1280,4,0.07394041753751933
279,14,1280,4,0.30790017494586885
280,14,1280,4,0.10409845641383991
281,15,1280,8,0.7423252580943522
282,15,1280,8,0.05388362848826935
283,15,1280,8,0.062023203962348374
284,15,1280,8,10.804590498205046
285,15,1280,8,0.2813809236584499
286,15,1280,8,0.789446648440591
287,15,1280,8,4.510779582607581
288,15,1280,8,0.728600815939985
289,15,1280,8,0.6810369690875765
290,15,1280,8,0.6164375201581695
291,15,1280,8,2.193514129181528
292,15,1280,8,0.44426312955773284
293,15,1280,8,0.0653739899136293
294,15,1280,8,0.23428197650859858
295,15,1280,8,5.9538656663640985
296,15,1280,8,0.0780065176262748
297,15,1280,8,10.802463869182347
298,15,1280,8,0.026242656591034894
299,15,1280,8,0.17481786840298208
300,15,1280,8,0.21973223019376673
